,i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude,datetime,seconds
306,Near collision with moving object or vehicle,"Vehicle, side",2015-03-21T19:00:00,nearmiss,Major conflict with vehicles both going south on Foul Bay and turning right on Fort Street at the intersection. This is one of many incidence I have had at the intersection. There is no clear space for a bike to safely travel with any room on both sides of the intersection. ,,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,S,Heading straight,1984.0,1.0,M,812,-123.32241299999998,48.43216556,2015-03-21 19:00:00,1426986000
307,Near collision with moving object or vehicle,"Vehicle, side",2015-03-23T09:15:00,nearmiss,"White truck stopped at stop sign and then proceeded to turn into intersection which was occupied by the cyclist who was signaling a left turn at the time, forcing the cyclist to lock up brakes and nearly collide with the side of the truck",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",F,Flat,S,Turning left,1986.0,8.0,M,833,-123.3323693,48.48615672,2015-03-23 09:15:00,1427123700
308,Near collision with moving object or vehicle,"Vehicle, head on",2015-04-10T08:30:00,nearmiss,,,No injury,Commute,,,,Dry,No obstructions,N,Busy street bike lane,NL,Uphill,N,Heading straight,,,,840,-123.3846889,48.43038954,2015-04-10 08:30:00,1428676200
309,Near collision with moving object or vehicle,"Vehicle, side",2015-04-03T10:00:00,nearmiss,,,No injury,Social reason,,,,,,,,,,,,,,,851,-123.37594990000001,48.45102292,2015-04-03 10:00:00,1428076800
310,Near collision with moving object or vehicle,"Vehicle, side",2015-01-13T16:30:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,853,-123.3749574,48.44799497,2015-01-13 16:30:00,1421191800
311,Near collision with moving object or vehicle,"Vehicle, side",2015-04-09T08:45:00,nearmiss,Van stopped at stop sign. Driver started to proceed through crosswalk while I was directly infront of vehicle. Driver stopped again and apologized.,,No injury,Commute,,,,Dry,No obstructions,N,Mixed use trail,FB,Flat,N,Heading straight,,,,854,-123.3750486,48.44797718,2015-04-09 08:45:00,1428590700
312,Near collision with moving object or vehicle,"Vehicle, side",2015-04-02T17:15:00,nearmiss,"Driver of a silver sedan blew through the stop sign at Ardersier Road and the Galloping Goose. I could see that she wasn't likely to stop, so I slammed on my breaks. There were many cyclists in the area at the time.",,No injury,Commute,,,,Dry,No obstructions,N,Mixed use trail,FB,Flat,N,Heading straight,,,,858,-123.3747804,48.4490304,2015-04-02 17:15:00,1428016500
313,Near collision with moving object or vehicle,"Vehicle, side",2015-04-14T17:00:00,nearmiss,Vehicle failed to stop behind stop line - pulled right up to cross road (and across bike lane),,No injury,Commute,Y,Y,N,Wet,View obstructed,N,Cycle track,FB,Downhill,W,Heading straight,1965.0,,M,867,-123.34718590000001,48.47750891,2015-04-14 17:00:00,1429052400
314,Collision with moving object or vehicle,"Vehicle, head on",2015-03-10T08:45:00,nearmiss,,,"Injury, saw family doctor",Commute,,,,,,,,,,,,,,,870,-123.38061689999999,48.45618177,2015-03-10 08:45:00,1425998700
315,Near collision with moving object or vehicle,"Vehicle, angle",2015-01-08T16:00:00,nearmiss,The westbound bike lane on Esquimalt ends as it approaches Tyee. At that point the travel lane is marked with sharrows seemingly to allow cyclists continuing west on Esquimalt to get into the bike lane. Motorists coming up behind and turning right onto Tyee often ignore this and pass unsafely.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Uphill,W,Heading straight,1981.0,3.0,M,874,-123.37666329999999,48.4283427,2015-01-08 16:00:00,1420758000
316,Near collision with moving object or vehicle,"Vehicle, angle",2015-04-09T16:05:00,nearmiss,Motorist failing to obey sharrows and passing unsafely,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Uphill,W,Heading straight,1981.0,3.0,M,875,-123.37664720000001,48.4283427,2015-04-09 16:05:00,1428617100
317,Near collision with moving object or vehicle,"Vehicle, side",2015-04-16T18:25:00,nearmiss,,,No injury,Exercise or recreation,,,,,,,,,,,,,,,876,-123.32186370000001,48.44626494,2015-04-16 18:25:00,1429230300
318,Near collision with moving object or vehicle,"Vehicle, side",2015-04-18T10:15:00,nearmiss,At t junction driver came a stop with nose of vehicle in bike lane.  Evasive manoeuvre needed,,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,NL,Flat,S,Heading straight,1963.0,1.0,M,881,-123.40375900000001,48.63781496,2015-04-18 10:15:00,1429373700
319,Near collision with moving object or vehicle,"Vehicle, side",2015-04-13T16:15:00,nearmiss,the bike lane is not painted well on the E side of Finlayson at Douglas; cars often come into bike lane; suggest take a little sidewalk and make it bigger/clearer,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,E,Heading straight,,,,882,-123.37069270000002,48.44503801,2015-04-13 16:15:00,1428963300
320,Near collision with moving object or vehicle,"Vehicle, side",2015-04-13T11:05:00,nearmiss,"Vehicle did a u-turn causing me to lock up brakes, narrowly missing side of vehicle",,No injury,Exercise or recreation,,,,,,,,,,,,,,,888,-123.3493853,48.40601559,2015-04-13 11:05:00,1428944700
321,Near collision with moving object or vehicle,"Vehicle, angle",2015-04-19T16:45:00,nearmiss,"Not me, observed other cyclist.Cyclist crossed McKenzie at East crossing (to continue on Lochside trail) on Green light, and was almost clipped by a Right turning green Cab. Armwaving\flipping-off the other party was done from both sides",,No injury,Exercise or recreation,,,,Dry,No obstructions,N,Busy street bike lane,NL,Flat,N,Heading straight,,,,889,-123.36118159999998,48.47042813,2015-04-19 16:45:00,1429483500
322,Near collision with moving object or vehicle,"Vehicle, side",2015-04-20T16:30:00,nearmiss,"Cycling across the crosswalk a vehicle failed to yield until I called out. I braked abruptly and the vehicle (the driver heard me call), gave a startled cry and stopped in front of me. This is the second time this has happened to me at this crosswalk in the past few months.",,No injury,Commute,Y,I don't know,N,Dry,No obstructions,N,Cycle track,NL,Flat,NW,I don't remember,1965.0,10.0,M,891,-123.3807027,48.45615331,2015-04-20 16:30:00,1429569000
323,Near collision with moving object or vehicle,"Vehicle, head on",2015-04-21T08:50:00,nearmiss,Turning left (N) at intersection of Fort and Foul Bay. Driver heading West on Fort ran late yellow while I was in the lane and had to take evasive action to avoid hitting me.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Turning left,1975.0,7.0,M,892,-123.32240759999999,48.43219048,2015-04-21 08:50:00,1429627800
324,Near collision with moving object or vehicle,"Vehicle, head on",2015-04-22T10:10:00,nearmiss,I witnessed a very close call that neither the cyclist or the vehicle realized. A cyclist was heading south on Quadra and turned right onto the Galloping Goose. Meanwhile a car was turning right off of Greenridge to head south down Quadra and almost t-boned the cyclist.,,No injury,,,,,,,,,,,,,,,,893,-123.3630216,48.46797754,2015-04-22 10:10:00,1429719000
325,Near collision with moving object or vehicle,"Vehicle, side",2015-04-15T11:20:00,nearmiss,,Too soon,No injury,Exercise or recreation,,,,,,,,,,,,,,,887,-123.37502179999998,48.44799319,2015-04-15 11:20:00,1429118400
326,Near collision with moving object or vehicle,"Vehicle, head on",2015-04-15T16:30:00,nearmiss,"I waited for a break in traffic. A car failed to stop at the crosswalk, despite seeing me coming. I braked quickly and managed to not get run over. The passengers in the car got a scare. They were so close to hitting me that I could see them throw their hands up in the air and cover their faces.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Cycle track,NL,Flat,SE,Heading straight,1978.0,7.0,F,896,-123.40486409999998,48.45992071,2015-04-15 16:30:00,1429137000
327,Near collision with moving object or vehicle,"Vehicle, side",2015-04-26T09:10:00,nearmiss,I was riding north and a white mini-van pulled out from Simcoe and almost hit me from the side.  I clearly had the right-of-way. Evasive maneuvering was needed.,,No injury,Social reason,,,,,,,,,,,,,,,901,-123.3855801,48.42093109,2015-04-26 09:10:00,1430061000
328,Near collision with moving object or vehicle,"Vehicle, side",2015-04-30T08:25:00,nearmiss,"Heading uphill, out from parked car, vehicle pulls directly behind and passes me within foot.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Uphill,N,Heading straight,1982.0,8.0,M,907,-123.35747479999999,48.42131202,2015-04-30 08:25:00,1430403900
329,Near collision with moving object or vehicle,"Vehicle, side",2015-04-30T08:25:00,nearmiss,"Vehicle turned left off of Burdett heading north on Vancouver, forcing me to dodge right to avoid them.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Uphill,N,Heading straight,1982.0,8.0,M,908,-123.3574426,48.42152206,2015-04-30 08:25:00,1430403900
330,Near collision with moving object or vehicle,"Vehicle, side",2015-04-30T17:00:00,nearmiss,"At a four way stop. I was the second vehicle and stopped to wait for the cross traffic vehicle on to the right. When the 1st car had passed through the intersection I began to proceed through the intersection when a second car coming from the right again, failed to stop at the stop sign.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",B,Flat,S,Heading straight,1983.0,9.0,M,909,-123.36937309999999,48.51822468,2015-04-30 17:00:00,1430434800
331,Near collision with moving object or vehicle,"Vehicle, rear end",2015-05-01T06:55:00,nearmiss,"Car approached me quickly from the rear, passed me very closely and forced me to dodge right.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1982.0,8.0,M,912,-123.3493692,48.41902995,2015-05-01 06:55:00,1430484900
332,Near collision with moving object or vehicle,"Vehicle, side",2015-05-14T17:00:00,nearmiss,Vehicle pulled out of parking lot at Tuscany Village onto MacKenzie Ave. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,W,Heading straight,1960.0,10.0,F,939,-123.33213329999998,48.46828342,2015-05-14 17:00:00,1431644400
333,Near collision with moving object or vehicle,"Vehicle, side",2015-05-25T08:45:00,nearmiss,I was making a two phase left turn off Cook onto Rockland and truck on Rockland tried to pass while I waited at the intersection at the red light.,,No injury,Commute,,,,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,N,Turning left,,,,1048,-123.35434790000001,48.42209803,2015-05-25 08:45:00,1432565100
334,Near collision with moving object or vehicle,"Vehicle, side",2015-06-03T12:10:00,nearmiss,,,No injury,Exercise or recreation,,,,,,,,,,,,,,,1069,-123.3363819,48.41228996,2015-06-03 12:10:00,1433355000
335,Near collision with stationary object or vehicle,"Vehicle, open door",2015-06-10T10:30:00,nearmiss,Car parked on side of street opened door in front of me. I swerved to just miss it while riding at about 25 km/hr.,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,S,Heading straight,1970.0,,M,1117,-123.3293223,48.49118401,2015-06-10 10:30:00,1433953800
336,Near collision with stationary object or vehicle,Animal,2015-07-05T18:15:00,nearmiss,untrained dogs off leash jumped out of the tall grass right in front of me. Hit brakes hard and flew over handle bars. Could have killed the dogs had I run them over. The dogs were suppose to be on leash in that section of the park,,"Injury, no treatment",Exercise or recreation,Y,Y,N,"Loose sand, gravel, or dirt",View obstructed,N,Mixed use trail,NL,Downhill,E,Heading straight,1991.0,3.0,M,1273,-123.3858633,48.43771069,2015-07-05 18:15:00,1436141700
337,Near collision with moving object or vehicle,"Vehicle, head on",2015-08-13T19:00:00,nearmiss,"riding through intersection on sidewalk, driver turning right onto Borden nearly hit me",,No injury,Personal business,,,,Dry,No obstructions,N,Sidewalk,NL,Flat,W,Heading straight,,,,1509,-123.3612031,48.47040679,2015-08-13 19:00:00,1439514000
338,Near collision with moving object or vehicle,"Vehicle, side",2015-08-26T18:00:00,nearmiss,"Speeding pick up truck attempted to pass while car was approaching in opposite direction. Truck sped up to try and make it, then merged abruptly into my lane, nearly hitting me.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,E,Heading straight,1975.0,7.0,M,1550,-123.35251809999998,48.41946074,2015-08-26 18:00:00,1440633600
339,Near collision with moving object or vehicle,Pedestrian,2015-09-10T16:40:00,nearmiss,"I slowed to await a safe time to pass a slower cyclist.  There was a family walking along the trestle towards us with 2 toddlers.  Meanwhile, a Lycra-clad speeding cyclist weaved past me and the slower cyclist narrowly missing a toddler and terrifying the parents.  ",,No injury,Commute,,,,,,,,,,,,,,,1648,-123.3831114,48.43821961,2015-09-10 16:40:00,1441924800
340,Near collision with moving object or vehicle,"Vehicle, side",2015-11-24T08:20:00,nearmiss,Driver failed to stop at stop sign/road crossing,,No injury,Commute,,,,Dry,No obstructions,N,Mixed use trail,FB,Flat,S,Heading straight,,,,2008,-123.3757031,48.45083079,2015-11-24 08:20:00,1448378400
341,Near collision with moving object or vehicle,Another cyclist,2015-11-19T08:15:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,2009,-123.38495139999999,48.43818758,2015-11-19 08:15:00,1447946100
342,Near collision with moving object or vehicle,"Vehicle, side",2015-11-23T07:40:00,nearmiss,Car didn't stop at stop sign.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Cycle track,FB,Flat,S,Heading straight,1965.0,10.0,M,2011,-123.37501110000001,48.44792381,2015-11-23 07:40:00,1448289600
343,Near collision with moving object or vehicle,"Vehicle, head on",2015-11-24T16:30:00,nearmiss,I was riding along Ring Road and a car pulled out of the exit. I assumed it was going to stop but it did not. I went to the right lane. The driver apologised; but an apology would do no good if I had gotten hit!,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1994.0,2.0,M,2012,-123.30800409999999,48.46321118,2015-11-24 16:30:00,1448407800
